axial_reflector
group,energy,D,sigma_a,nu_sigma_f,chi
1,1,0.62649811361418,0.000373279,0.0,0.0
2,1,0.8626505109478976,0.0177215,0.0,0.0
SCATTER
from,to,sigma_s
1,1,0.0
1,2,0.0264554
2,1,0.0
2,2,0.0
---
radial_reflector
group,energy,D,sigma_a,nu_sigma_f,chi
1,1,1.1276156454415573,0.00118782,0.0,0.0
2,1,0.13553937215452033,0.252618,0.0,0.0
SCATTER
from,to,sigma_s
1,1,0.0
1,2,0.0231613
2,1,0.0
2,2,0.0
---
fuel_21
group,energy,D,sigma_a,nu_sigma_f,chi
1,1,1.50071058646269,0.00871774,0.00498277,1.0
2,1,0.41503764391430303,0.065255,0.0839026,0.0
SCATTER
from,to,sigma_s
1,1,0.0
1,2,0.0182498
2,1,0.0
2,2,0.0
---
fuel_26
group,energy,D,sigma_a,nu_sigma_f,chi
1,1,1.5020833896614603,0.00906133,0.00557659,1.0
2,1,0.4190036595779628,0.0723354,0.0998629,0.0
SCATTER
from,to,sigma_s
1,1,0.0
1,2,0.018004
2,1,0.0
2,2,0.0
---
fuel_31
group,energy,D,sigma_a,nu_sigma_f,chi
1,1,1.5034315825872555,0.00938496,0.00615047,1.0
2,1,0.4223402804086058,0.0789203,0.114667,0.0
SCATTER
from,to,sigma_s
1,1,0.0
1,2,0.017767
2,1,0.0
2,2,0.0
---
